[buoy_visualizer-5] [INFO] [1771741073.372308216] [buoy_visualizer]: Buoy visualizer node started
[buoy_visualizer-5] [INFO] [1771741075.919474603] [buoy_visualizer]: Buoy 0: range=6.98m, bearing=79.4°, position=(1.28, 6.86), confidence=1.00
[buoy_visualizer-5] [INFO] [1771741075.922171498] [buoy_visualizer]: Buoy 1: range=12.39m, bearing=-19.0°, position=(11.72, -4.02), confidence=0.25
[buoy_visualizer-5] [INFO] [1771741075.924755778] [buoy_visualizer]: Buoy 2: range=0.32m, bearing=-165.2°, position=(-0.31, -0.08), confidence=1.00
[buoy_visualizer-5] [INFO] [1771741075.927024290] [buoy_visualizer]: Buoy 3: range=1.37m, bearing=21.8°, position=(1.27, 0.51), confidence=1.00
[buoy_visualizer-5] [INFO] [1771741075.928831906] [buoy_visualizer]: Buoy 4: range=8.46m, bearing=37.1°, position=(6.75, 5.10), confidence=0.25
[buoy_visualizer-5] [INFO] [1771741075.930701543] [buoy_visualizer]: Buoy 5: range=12.06m, bearing=-7.4°, position=(11.96, -1.54), confidence=1.00
[buoy_visualizer-5] [INFO] [1771741075.936211437] [buoy_visualizer]: Buoy 6: range=5.85m, bearing=40.2°, position=(4.47, 3.78), confidence=0.38
[buoy_visualizer-5] [INFO] [1771741075.937955561] [buoy_visualizer]: Buoy 7: range=8.32m, bearing=26.3°, position=(7.46, 3.68), confidence=0.25
[buoy_visualizer-5] [INFO] [1771741075.939253445] [buoy_visualizer]: Buoy 8: range=6.92m, bearing=47.0°, position=(4.72, 5.06), confidence=0.50
[buoy_visualizer-5] [INFO] [1771741075.940354963] [buoy_visualizer]: Buoy 9: range=1.21m, bearing=-44.4°, position=(0.86, -0.85), confidence=0.38
[buoy_visualizer-5] [INFO] [1771741075.942679703] [buoy_visualizer]: Buoy 10: range=7.75m, bearing=-23.0°, position=(7.13, -3.03), confidence=0.25
[buoy_visualizer-5] [INFO] [1771741075.943788198] [buoy_visualizer]: Buoy 11: range=7.26m, bearing=-9.4°, position=(7.16, -1.19), confidence=0.75
[buoy_visualizer-5] [INFO] [1771741075.944819503] [buoy_visualizer]: Buoy 12: range=13.58m, bearing=-15.9°, position=(13.07, -3.71), confidence=0.25
[buoy_visualizer-5] [INFO] [1771741075.946801627] [buoy_visualizer]: Published 13 buoy markers
[buoy_visualizer-5] [INFO] [1771741076.002079464] [buoy_visualizer]: Buoy 0: range=1.41m, bearing=24.6°, position=(1.28, 0.59), confidence=1.00
